symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
ZOMATO,INE758T01015,2025-04-01,NSE,EQ,EQ,buy,false,10.000000,202.180000,600195903,1300000000843013,2025-04-01T09:16:06
IRFC,INE053F01010,2025-04-01,NSE,EQ,EQ,buy,false,10.000000,123.190000,200251401,1100000001154852,2025-04-01T09:16:29
BMW,INE374E01021,2025-04-01,BSE,EQ,B,buy,false,20.000000,47.400000,1044800,1743478200050058396,2025-04-01T09:21:22
JPPOWER,INE351F01018,2025-04-01,BSE,EQ,A,buy,false,50.000000,14.500000,1815900,1743478200050829800,2025-04-01T09:29:36
INSECTICID,INE070I01018,2025-04-01,BSE,EQ,B,buy,false,5.000000,603.000000,1992500,1743478200001645790,2025-04-01T09:49:08
HINDCOPPER,INE531E01026,2025-04-01,NSE,EQ,EQ,buy,false,6.000000,222.000000,205939305,1100000049718141,2025-04-01T12:52:23
HINDCOPPER,INE531E01026,2025-04-01,NSE,EQ,EQ,buy,false,4.000000,222.000000,205939231,1100000049718141,2025-04-01T12:52:23
ZOMATO,INE758T01015,2025-04-02,BSE,EQ,A,buy,false,10.000000,202.900000,841200,1743564600007442158,2025-04-02T09:31:06
M&MFIN,INE774D01024,2025-04-03,NSE,EQ,EQ,buy,false,30.000000,264.600000,400412249,1200000002239223,2025-04-03T09:18:32
HERANBA-BE,INE694N01015,2025-04-03,NSE,EQ,BE,buy,false,10.000000,243.990000,200908008,1100000005721555,2025-04-03T09:28:20
